Entity,Code,Date,Total_tests_per_thousand,Total_tests_per_million,Number_of_tests_per_confirmed_case
Malaysia,MYS,"May 10, 2020",7.938,7938.000,38.995
Malaysia,MYS,"May 11, 2020",8.22,8220.00,39.971
Mexico,MEX,"Feb 29, 2020",0.015,15.000,944.5
Mexico,MEX,"Mar 1, 2020",0.015,15.000,479
Mexico,MEX,"Mar 2, 2020",0.016,16.000,399.8
Mexico,MEX,"Mar 9, 2020",0.019,19.000,342.714
Mexico,MEX,"Mar 12, 2020",0.022,22.000,258.636
Mexico,MEX,"Mar 13, 2020",0.024,24.000,195.438
Mexico,MEX,"Mar 14, 2020",0.026,26.000,126.538
Mexico,MEX,"Mar 15, 2020",0.027,27.000,84.439
Mexico,MEX,"Mar 16, 2020",0.029,29.000,70.321
Mexico,MEX,"Mar 17, 2020",0.032,32.000,51
Mexico,MEX,"Mar 18, 2020",0.036,36.000,50.355
Mexico,MEX,"Mar 19, 2020",0.041,41.000,44.686
Mexico,MEX,"Mar 20, 2020",0.045,45.000,35.652
Mexico,MEX,"Mar 21, 2020",0.048,48.000,30.759
Mexico,MEX,"Mar 22, 2020",0.051,51.000,26.127
Mexico,MEX,"Mar 23, 2020",0.057,57.000,23.386
Mexico,MEX,"Mar 24, 2020",0.066,66.000,23.218
Mexico,MEX,"Mar 25, 2020",0.076,76.000,24.106
Mexico,MEX,"Mar 26, 2020",0.085,85.000,23.112
Mexico,MEX,"Mar 27, 2020",0.096,96.000,21.255
Mexico,MEX,"Mar 28, 2020",0.102,102.000,18.403
Mexico,MEX,"Mar 29, 2020",0.108,108.000,16.435
Mexico,MEX,"Mar 30, 2020",0.121,121.000,15.714
Mexico,MEX,"Mar 31, 2020",0.133,133.000,15.624
Mexico,MEX,"Apr 1, 2020",0.145,145.000,15.358
Mexico,MEX,"Apr 2, 2020",0.158,158.000,14.761
Mexico,MEX,"Apr 3, 2020",0.171,171.000,14.609
Mexico,MEX,"Apr 4, 2020",0.179,179.000,13.693
Mexico,MEX,"Apr 5, 2020",0.185,185.000,12.654
Mexico,MEX,"Apr 6, 2020",0.201,201.000,12.077
Mexico,MEX,"Apr 7, 2020",0.216,216.000,11.414
Mexico,MEX,"Apr 8, 2020",0.233,233.000,10.768
Mexico,MEX,"Apr 9, 2020",0.245,245.000,9.939
Mexico,MEX,"Apr 10, 2020",0.26,260.00,9.74
Mexico,MEX,"Apr 11, 2020",0.27,270.00,9.069
Mexico,MEX,"Apr 12, 2020",0.28,280.00,8.542
Mexico,MEX,"Apr 13, 2020",0.301,301.000,8.321
Mexico,MEX,"Apr 14, 2020",0.323,323.000,8.298
Mexico,MEX,"Apr 15, 2020",0.344,344.000,8.208
Mexico,MEX,"Apr 16, 2020",0.364,364.000,8.024
Mexico,MEX,"Apr 17, 2020",0.387,387.000,7.919
Mexico,MEX,"Apr 18, 2020",0.399,399.000,7.481
Mexico,MEX,"Apr 19, 2020",0.41,410.00,7.05
Mexico,MEX,"Apr 20, 2020",0.437,437.000,6.816
Mexico,MEX,"Apr 21, 2020",0.462,462.000,6.784
Mexico,MEX,"Apr 22, 2020",0.485,485.000,6.586
Mexico,MEX,"Apr 23, 2020",0.511,511.000,6.251
Mexico,MEX,"Apr 24, 2020",0.541,541.000,5.993
Mexico,MEX,"Apr 25, 2020",0.557,557.000,5.578
Mexico,MEX,"Apr 26, 2020",0.571,571.000,5.315
Mexico,MEX,"Apr 27, 2020",0.602,602.000,5.288
Mexico,MEX,"Apr 28, 2020",0.634,634.000,5.262
Mexico,MEX,"Apr 29, 2020",0.668,668.000,5.141
Mexico,MEX,"Apr 30, 2020",0.704,704.000,5.1
Mexico,MEX,"May 1, 2020",0.723,723.000,4.847
Mexico,MEX,"May 2, 2020",0.739,739.000,4.592
Mexico,MEX,"May 3, 2020",0.754,754.000,4.404
Mexico,MEX,"May 4, 2020",0.79,790.00,4.34
Mexico,MEX,"May 5, 2020",0.818,818.000,4.235
Mexico,MEX,"May 6, 2020",0.845,845.000,4.184
Mexico,MEX,"May 7, 2020",0.865,865.000,4.038
Mexico,MEX,"May 8, 2020",0.879,879.000,3.826
Mexico,MEX,"May 9, 2020",0.884,884.000,3.615
Mexico,MEX,"May 10, 2020",0.885,885.000,3.411
Mexico,MEX,"May 11, 2020",0.885,885.000,3.259
Morocco,MAR,"Mar 3, 2020",0.001,1.000,33
Morocco,MAR,"Mar 6, 2020",0.001,1.000,26
Morocco,MAR,"Mar 13, 2020",0.003,3.000,16.833
Morocco,MAR,"Mar 15, 2020",0.004,4.000,8.333
Morocco,MAR,"Mar 18, 2020",0.009,9.000,7.205
Morocco,MAR,"Mar 19, 2020",0.01,10.00,6.852
Morocco,MAR,"Mar 20, 2020",0.013,13.000,7.365
Morocco,MAR,"Mar 21, 2020",0.015,15.000,6.244
Morocco,MAR,"Mar 22, 2020",0.017,17.000,6.531
Morocco,MAR,"Mar 23, 2020",0.021,21.000,6.835
Morocco,MAR,"Mar 24, 2020",0.023,23.000,6.381
Morocco,MAR,"Mar 25, 2020",0.027,27.000,5.853
Morocco,MAR,"Mar 26, 2020",0.033,33.000,5.36
Morocco,MAR,"Mar 27, 2020",0.048,48.000,6.429
Morocco,MAR,"Mar 28, 2020",0.054,54.000,5.728
Morocco,MAR,"Mar 29, 2020",0.062,62.000,6.349
Morocco,MAR,"Mar 30, 2020",0.075,75.000,5.743
Morocco,MAR,"Mar 31, 2020",0.083,83.000,5.538
Morocco,MAR,"Apr 1, 2020",0.091,91.000,5.421
Morocco,MAR,"Apr 2, 2020",0.098,98.000,5.541
Morocco,MAR,"Apr 3, 2020",0.106,106.000,5.523
Morocco,MAR,"Apr 4, 2020",0.117,117.000,6.103
Morocco,MAR,"Apr 5, 2020",0.131,131.000,5.275
Morocco,MAR,"Apr 6, 2020",0.138,138.000,4.999
Morocco,MAR,"Apr 7, 2020",0.147,147.000,4.854
Morocco,MAR,"Apr 8, 2020",0.156,156.000,4.858
Morocco,MAR,"Apr 9, 2020",0.173,173.000,5.006
Morocco,MAR,"Apr 10, 2020",0.196,196.000,5.269
Morocco,MAR,"Apr 11, 2020",0.215,215.000,5.489
Morocco,MAR,"Apr 12, 2020",0.233,233.000,5.569
Morocco,MAR,"Apr 13, 2020",0.247,247.000,5.495
Morocco,MAR,"Apr 14, 2020",0.269,269.000,5.628
Morocco,MAR,"Apr 15, 2020",0.289,289.000,5.641
Morocco,MAR,"Apr 16, 2020",0.325,325.000,5.927
Morocco,MAR,"Apr 17, 2020",0.351,351.000,5.673
Morocco,MAR,"Apr 18, 2020",0.371,371.000,5.339
Morocco,MAR,"Apr 19, 2020",0.41,410.00,5.632
Morocco,MAR,"Apr 20, 2020",0.444,444.000,5.739
Morocco,MAR,"Apr 21, 2020",0.49,490.00,5.942
Morocco,MAR,"Apr 22, 2020",0.539,539.000,6.197
Morocco,MAR,"Apr 23, 2020",0.595,595.000,6.499
Morocco,MAR,"Apr 24, 2020",0.648,648.000,6.708
Morocco,MAR,"Apr 25, 2020",0.689,689.000,6.77
Morocco,MAR,"Apr 26, 2020",0.742,742.000,7.031
Morocco,MAR,"Apr 27, 2020",0.793,793.000,7.197
Morocco,MAR,"Apr 28, 2020",0.847,847.000,7.585
Morocco,MAR,"Apr 29, 2020",0.892,892.000,7.745
Morocco,MAR,"Apr 30, 2020",0.944,944.000,8.063
Morocco,MAR,"May 1, 2020",1.003,1003.000,8.367
Myanmar,MMR,"Apr 3, 2020",0.022,22.000,59.15
Myanmar,MMR,"Apr 4, 2020",0.023,23.000,62.3
Myanmar,MMR,"Apr 6, 2020",0.025,25.000,63.81
Myanmar,MMR,"Apr 8, 2020",0.026,26.000,63.909
Myanmar,MMR,"Apr 9, 2020",0.028,28.000,70.136
Myanmar,MMR,"Apr 10, 2020",0.03,30.00,59.963
Myanmar,MMR,"Apr 11, 2020",0.034,34.000,66.036
Myanmar,MMR,"Apr 12, 2020",0.039,39.000,68.839
Myanmar,MMR,"Apr 13, 2020",0.045,45.000,59.585
Myanmar,MMR,"Apr 14, 2020",0.052,52.000,45.21
Myanmar,MMR,"Apr 15, 2020",0.059,59.000,43.73
Myanmar,MMR,"Apr 17, 2020",0.071,71.000,45.647
Myanmar,MMR,"Apr 18, 2020",0.076,76.000,44.117
Myanmar,MMR,"Apr 19, 2020",0.083,83.000,42.215
Myanmar,MMR,"Apr 20, 2020",0.09,90.00,44.315
Myanmar,MMR,"Apr 21, 2020",0.095,95.000,43.655
Myanmar,MMR,"Apr 22, 2020",0.1,100.0,45.008
Myanmar,MMR,"Apr 23, 2020",0.106,106.000,45.465
Myanmar,MMR,"Apr 24, 2020",0.112,112.000,46.326
Myanmar,MMR,"Apr 25, 2020",0.12,120.00,45.354
Myanmar,MMR,"Apr 26, 2020",0.123,123.000,45.74
Myanmar,MMR,"Apr 27, 2020",0.133,133.000,49.418
Myanmar,MMR,"Apr 28, 2020",0.14,140.00,52.11
Myanmar,MMR,"Apr 29, 2020",0.145,145.000,52.6
Myanmar,MMR,"Apr 30, 2020",0.149,149.000,53.9
Myanmar,MMR,"May 1, 2020",0.151,151.000,54.57
Myanmar,MMR,"May 2, 2020",0.158,158.000,56.821
Myanmar,MMR,"May 3, 2020",0.162,162.000,58.238
Myanmar,MMR,"May 4, 2020",0.166,166.000,58.31
Myanmar,MMR,"May 5, 2020",0.171,171.000,57.733
Myanmar,MMR,"May 6, 2020",0.185,185.000,62.373
Myanmar,MMR,"May 7, 2020",0.189,189.000,63.37
Myanmar,MMR,"May 8, 2020",0.199,199.000,61.545
Myanmar,MMR,"May 9, 2020",0.206,206.000,63.401
Myanmar,MMR,"May 11, 2020",0.211,211.000,63.789
Myanmar,MMR,"May 12, 2020",0.217,217.000,65.678
Nepal,NPL,"Jan 28, 2020",0,0,3
Nepal,NPL,"Jan 29, 2020",0,0,4
Nepal,NPL,"Jan 30, 2020",0,0,5
Nepal,NPL,"Feb 4, 2020",0,0,14
Nepal,NPL,"Feb 6, 2020",0.001,1.000,18
Nepal,NPL,"Feb 12, 2020",0.001,1.000,20
Nepal,NPL,"Feb 13, 2020",0.001,1.000,24
Nepal,NPL,"Feb 16, 2020",0.001,1.000,34
Nepal,NPL,"Feb 18, 2020",0.001,1.000,35
Nepal,NPL,"Feb 19, 2020",0.007,7.000,210
Nepal,NPL,"Feb 20, 2020",0.007,7.000,212
Nepal,NPL,"Feb 23, 2020",0.007,7.000,216
Nepal,NPL,"Feb 24, 2020",0.007,7.000,217
Nepal,NPL,"Feb 25, 2020",0.008,8.000,221
Nepal,NPL,"Feb 26, 2020",0.008,8.000,222
Nepal,NPL,"Feb 28, 2020",0.008,8.000,224
Nepal,NPL,"Mar 1, 2020",0.008,8.000,243
Nepal,NPL,"Mar 2, 2020",0.015,15.000,425
Nepal,NPL,"Mar 15, 2020",0.016,16.000,467
Nepal,NPL,"Mar 17, 2020",0.017,17.000,496
Nepal,NPL,"Mar 18, 2020",0.018,18.000,512
Nepal,NPL,"Mar 19, 2020",0.018,18.000,529
Nepal,NPL,"Mar 20, 2020",0.019,19.000,546
Nepal,NPL,"Mar 22, 2020",0.02,20.00,572
Nepal,NPL,"Mar 23, 2020",0.021,21.000,609
Nepal,NPL,"Mar 24, 2020",0.021,21.000,305
Nepal,NPL,"Mar 25, 2020",0.024,24.000,229
Nepal,NPL,"Mar 26, 2020",0.026,26.000,252.667
Nepal,NPL,"Mar 27, 2020",0.028,28.000,267.333
Nepal,NPL,"Mar 28, 2020",0.03,30.00,291.667
Nepal,NPL,"Mar 29, 2020",0.031,31.000,183.4
Nepal,NPL,"Mar 30, 2020",0.034,34.000,198.6
Nepal,NPL,"Mar 31, 2020",0.036,36.000,212
Nepal,NPL,"Apr 1, 2020",0.039,39.000,229
Nepal,NPL,"Apr 2, 2020",0.041,41.000,237
Nepal,NPL,"Apr 3, 2020",0.045,45.000,261.6
Nepal,NPL,"Apr 4, 2020",0.052,52.000,253.5
Nepal,NPL,"Apr 5, 2020",0.056,56.000,273.667
Nepal,NPL,"Apr 6, 2020",0.065,65.000,210
Nepal,NPL,"Apr 7, 2020",0.073,73.000,235.778
Nepal,NPL,"Apr 8, 2020",0.081,81.000,262.889
Nepal,NPL,"Apr 9, 2020",0.099,99.000,321.667
Nepal,NPL,"Apr 10, 2020",0.107,107.000,345.667
Nepal,NPL,"Apr 11, 2020",0.152,152.000,491.778
Nepal,NPL,"Apr 12, 2020",0.178,178.000,576
Nepal,NPL,"Apr 13, 2020",0.195,195.000,474.25
Nepal,NPL,"Apr 14, 2020",0.216,216.000,449.929
Nepal,NPL,"Apr 15, 2020",0.236,236.000,429.438
Nepal,NPL,"Apr 16, 2020",0.248,248.000,452.5
Nepal,NPL,"Apr 17, 2020",0.256,256.000,466.125
Nepal,NPL,"Apr 18, 2020",0.275,275.000,267.1
Nepal,NPL,"Apr 19, 2020",0.277,277.000,260.677
Nepal,NPL,"Apr 20, 2020",0.289,289.000,271.419
Nepal,NPL,"Apr 21, 2020",0.301,301.000,282.677
Nepal,NPL,"Apr 22, 2020",0.309,309.000,214.619
Nepal,NPL,"Apr 23, 2020",0.316,316.000,204.444
Nepal,NPL,"Apr 24, 2020",0.323,323.000,195.875
Nepal,NPL,"Apr 25, 2020",0.332,332.000,197.265
Nepal,NPL,"Apr 26, 2020",0.341,341.000,202.673
Nepal,NPL,"Apr 27, 2020",0.359,359.000,201.365
Nepal,NPL,"Apr 28, 2020",0.371,371.000,207.827
Nepal,NPL,"Apr 29, 2020",0.396,396.000,213.407
Nepal,NPL,"Apr 30, 2020",0.412,412.000,210.719
Nepal,NPL,"May 1, 2020",0.432,432.000,220.649
Nepal,NPL,"May 2, 2020",0.45,450.00,222
Nepal,NPL,"May 3, 2020",0.461,461.000,227.525
Nepal,NPL,"May 4, 2020",0.468,468.000,181.867
Nepal,NPL,"May 5, 2020",0.475,475.000,168.902
Nepal,NPL,"May 6, 2020",0.484,484.000,171.902
Nepal,NPL,"May 7, 2020",0.498,498.000,146.576
Nepal,NPL,"May 8, 2020",0.532,532.000,153.386
Nepal,NPL,"May 9, 2020",0.56,560.00,161.475
Nepal,NPL,"May 10, 2020",0.58,580.00,155.028
Nepal,NPL,"May 11, 2020",0.611,611.000,148.408
Netherlands,NLD,"Mar 15, 2020",0.997,997.000,17.81
Netherlands,NLD,"Mar 22, 2020",2.242,2242.000,10.581
Netherlands,NLD,"Mar 29, 2020",3.686,3686.000,6.47
Netherlands,NLD,"Apr 5, 2020",5.384,5384.000,5.549
Netherlands,NLD,"Apr 12, 2020",7.658,7658.000,5.375
Netherlands,NLD,"Apr 19, 2020",9.998,9998.000,5.424
Netherlands,NLD,"Apr 26, 2020",12.239,12239.000,5.639
Netherlands,NLD,"May 3, 2020",13.921,13921.000,5.928
Netherlands,NLD,"May 10, 2020",15.592,15592.000,6.304
Netherlands,NLD,"May 11, 2020",15.778,15778.000,6.342
New Zealand,NZL,"Mar 11, 2020",0.1,100.0,6.342
New Zealand,NZL,"Mar 14, 2020",0.121,121.000,97.333
New Zealand,NZL,"Mar 15, 2020",0.151,151.000,90.75
New Zealand,NZL,"Mar 18, 2020",0.605,605.000,145.95
New Zealand,NZL,"Mar 19, 2020",0.873,873.000,150.357
New Zealand,NZL,"Mar 20, 2020",1.195,1195.000,147.795
New Zealand,NZL,"Mar 21, 2020",1.439,1439.000,130.943
New Zealand,NZL,"Mar 22, 2020",1.7,1700.0,124.182
New Zealand,NZL,"Mar 23, 2020",1.917,1917.000,90.647
New Zealand,NZL,"Mar 24, 2020",2.238,2238.000,75.986
New Zealand,NZL,"Mar 25, 2020",2.775,2775.000,70.804
New Zealand,NZL,"Mar 26, 2020",3.214,3214.000,59.156
New Zealand,NZL,"Mar 27, 2020",3.643,3643.000,51.97
New Zealand,NZL,"Mar 28, 2020",4.018,4018.000,46.575
New Zealand,NZL,"Mar 29, 2020",4.208,4208.000,42.632
New Zealand,NZL,"Mar 30, 2020",4.497,4497.000,39.283
New Zealand,NZL,"Mar 31, 2020",4.931,4931.000,36.75
New Zealand,NZL,"Apr 1, 2020",5.462,5462.000,40.709
New Zealand,NZL,"Apr 2, 2020",6.177,6177.000,41.196
New Zealand,NZL,"Apr 3, 2020",6.93,6930.00,43.285
New Zealand,NZL,"Apr 4, 2020",7.571,7571.000,44.307
New Zealand,NZL,"Apr 5, 2020",8.34,8340.00,46.122
New Zealand,NZL,"Apr 6, 2020",8.943,8943.000,47.339
New Zealand,NZL,"Apr 7, 2020",9.783,9783.000,50.027
New Zealand,NZL,"Apr 8, 2020",10.61,10610.00,52.802
New Zealand,NZL,"Apr 9, 2020",11.548,11548.000,56.134
New Zealand,NZL,"Apr 10, 2020",12.182,12182.000,57.878
New Zealand,NZL,"Apr 11, 2020",12.684,12684.000,59.099
New Zealand,NZL,"Apr 12, 2020",13.029,13029.000,59.892
New Zealand,NZL,"Apr 13, 2020",13.355,13355.000,60.525
New Zealand,NZL,"Apr 14, 2020",13.79,13790.00,62.033
New Zealand,NZL,"Apr 15, 2020",14.549,14549.000,65.083
New Zealand,NZL,"Apr 16, 2020",15.429,15429.000,68.636
New Zealand,NZL,"Apr 17, 2020",16.399,16399.000,72.816
New Zealand,NZL,"Apr 18, 2020",17.258,17258.000,76.073
New Zealand,NZL,"Apr 19, 2020",17.897,17897.000,78.602
New Zealand,NZL,"Apr 20, 2020",18.562,18562.000,81.003
New Zealand,NZL,"Apr 21, 2020",19.658,19658.000,85.634
New Zealand,NZL,"Apr 22, 2020",21.002,21002.000,91.076
New Zealand,NZL,"Apr 23, 2020",22.446,22446.000,97.336
New Zealand,NZL,"Apr 24, 2020",23.851,23851.000,103.245
New Zealand,NZL,"Apr 25, 2020",25.088,25088.000,108.309
New Zealand,NZL,"Apr 26, 2020",25.698,25698.000,110.544
New Zealand,NZL,"Apr 27, 2020",26.143,26143.000,112.358
New Zealand,NZL,"Apr 28, 2020",26.69,26690.00,114.504
New Zealand,NZL,"Apr 29, 2020",27.906,27906.000,119.512
New Zealand,NZL,"Apr 30, 2020",29.011,29011.000,123.913
New Zealand,NZL,"May 1, 2020",30.191,30191.000,128.612
New Zealand,NZL,"May 2, 2020",31.152,31152.000,132.472
New Zealand,NZL,"May 3, 2020",31.665,31665.000,134.415
New Zealand,NZL,"May 4, 2020",32.335,32335.000,137.14
New Zealand,NZL,"May 5, 2020",33.325,33325.000,141.337
New Zealand,NZL,"May 6, 2020",34.843,34843.000,147.648
New Zealand,NZL,"May 7, 2020",36.463,36463.000,154.377
New Zealand,NZL,"May 8, 2020",37.957,37957.000,160.42
New Zealand,NZL,"May 9, 2020",39.468,39468.000,166.66
New Zealand,NZL,"May 10, 2020",40.27,40270.00,169.747
New Zealand,NZL,"May 11, 2020",40.87,40870.00,171.826
Nigeria,NGA,"Apr 8, 2020",0.024,24.000,19.685
Nigeria,NGA,"Apr 16, 2020",0.032,32.000,16.337
Nigeria,NGA,"Apr 17, 2020",0.035,35.000,16.183
Nigeria,NGA,"Apr 23, 2020",0.049,49.000,11.525
Nigeria,NGA,"Apr 25, 2020",0.053,53.000,9.971
Nigeria,NGA,"Apr 28, 2020",0.058,58.000,8.978
Nigeria,NGA,"Apr 29, 2020",0.062,62.000,8.373
Nigeria,NGA,"May 1, 2020",0.076,76.000,8.157
Nigeria,NGA,"May 3, 2020",0.08,80.00,6.946
Nigeria,NGA,"May 4, 2020",0.09,90.00,7.246
Nigeria,NGA,"May 5, 2020",0.095,95.000,6.964
Nigeria,NGA,"May 6, 2020",0.103,103.000,7.189
Nigeria,NGA,"May 7, 2020",0.109,109.000,7.152
Nigeria,NGA,"May 8, 2020",0.116,116.000,6.76
Nigeria,NGA,"May 11, 2020",0.131,131.000,6.155
Nigeria,NGA,"May 12, 2020",0.138,138.000,6.123
Norway,NOR,"Mar 16, 2020",3.332,3332.000,16.771
Norway,NOR,"Mar 17, 2020",3.993,3993.000,18.518
Norway,NOR,"Mar 18, 2020",5.261,5261.000,21.806
Norway,NOR,"Mar 19, 2020",6.379,6379.000,24.303
Norway,NOR,"Mar 20, 2020",8.067,8067.000,28.18
Norway,NOR,"Mar 21, 2020",9.122,9122.000,28.387
Norway,NOR,"Mar 22, 2020",10.033,10033.000,28.241
Norway,NOR,"Mar 23, 2020",11.298,11298.000,28.729
Norway,NOR,"Mar 24, 2020",13.024,13024.000,29.78
Norway,NOR,"Mar 25, 2020",13.482,13482.000,28.484
Norway,NOR,"Mar 26, 2020",13.63,13630.00,25.34
Norway,NOR,"Mar 27, 2020",14.394,14394.000,24.726
Norway,NOR,"Mar 28, 2020",15.233,15233.000,23.062
Norway,NOR,"Mar 29, 2020",15.704,15704.000,22.142
Norway,NOR,"Mar 30, 2020",16.083,16083.000,21.256
Norway,NOR,"Mar 31, 2020",16.647,16647.000,21.355
Norway,NOR,"Apr 1, 2020",17.388,17388.000,21.197
Norway,NOR,"Apr 2, 2020",18.185,18185.000,21.133
Norway,NOR,"Apr 3, 2020",18.812,18812.000,20.666
Norway,NOR,"Apr 4, 2020",19.528,19528.000,20.327
Norway,NOR,"Apr 5, 2020",20.052,20052.000,19.729
Norway,NOR,"Apr 6, 2020",20.53,20530.00,19.734
Norway,NOR,"Apr 7, 2020",21.009,21009.000,19.791
Norway,NOR,"Apr 8, 2020",21.78,21780.00,20.139
Norway,NOR,"Apr 9, 2020",22.326,22326.000,20.139
Norway,NOR,"Apr 10, 2020",22.72,22720.00,19.995
Norway,NOR,"Apr 11, 2020",22.924,22924.000,19.904
Norway,NOR,"Apr 12, 2020",23.332,23332.000,20.014
Norway,NOR,"Apr 13, 2020",23.483,23483.000,19.845
Norway,NOR,"Apr 14, 2020",23.716,23716.000,19.816
Norway,NOR,"Apr 15, 2020",24.02,24020.00,19.832
Norway,NOR,"Apr 16, 2020",24.664,24664.000,20.025
Norway,NOR,"Apr 17, 2020",25.13,25130.00,20.061
Norway,NOR,"Apr 18, 2020",25.763,25763.000,20.567
Norway,NOR,"Apr 19, 2020",26.224,26224.000,20.356
Norway,NOR,"Apr 20, 2020",26.425,26425.000,20.268
Norway,NOR,"Apr 21, 2020",26.798,26798.000,20.424
Norway,NOR,"Apr 22, 2020",27.421,27421.000,20.745
Norway,NOR,"Apr 23, 2020",28.055,28055.000,20.979
Norway,NOR,"Apr 24, 2020",28.614,28614.000,21.12
Norway,NOR,"Apr 27, 2020",30.31,30310.00,21.894
Norway,NOR,"Apr 28, 2020",30.611,30611.000,22.03
Norway,NOR,"Apr 29, 2020",31.197,31197.000,22.239
Norway,NOR,"Apr 30, 2020",31.835,31835.000,22.51
Norway,NOR,"May 4, 2020",33.624,33624.000,23.343
Norway,NOR,"May 6, 2020",34.722,34722.000,23.818
Norway,NOR,"May 7, 2020",35.406,35406.000,24.135
Norway,NOR,"May 8, 2020",36.14,36140.00,24.505
Norway,NOR,"May 11, 2020",37.399,37399.000,25.034
Norway,NOR,"May 12, 2020",37.858,37858.000,25.319
Pakistan,PAK,"Mar 11, 2020",0.002,2.000,29.438
Pakistan,PAK,"Mar 12, 2020",0.002,2.000,26.55
Pakistan,PAK,"Mar 13, 2020",0.003,3.000,29
Pakistan,PAK,"Mar 14, 2020",0.003,3.000,32.571
Pakistan,PAK,"Mar 15, 2020",0.004,4.000,27.767
Pakistan,PAK,"Mar 16, 2020",0.005,5.000,36.29
Pakistan,PAK,"Mar 17, 2020",0.005,5.000,6.102
Pakistan,PAK,"Mar 18, 2020",0.01,10.00,11.567
Pakistan,PAK,"Mar 19, 2020",0.015,15.000,11.291
Pakistan,PAK,"Mar 20, 2020",0.018,18.000,8.37
Pakistan,PAK,"Mar 21, 2020",0.024,24.000,10.556
Pakistan,PAK,"Mar 22, 2020",0.025,25.000,8.427
Pakistan,PAK,"Mar 23, 2020",0.027,27.000,7.471
Pakistan,PAK,"Mar 24, 2020",0.028,28.000,6.903
Pakistan,PAK,"Mar 25, 2020",0.029,29.000,6.508
Pakistan,PAK,"Mar 26, 2020",0.035,35.000,7.412
Pakistan,PAK,"Mar 27, 2020",0.06,60.00,11.053
Pakistan,PAK,"Mar 28, 2020",0.065,65.000,11.977
Pakistan,PAK,"Mar 29, 2020",0.067,67.000,10.474
Pakistan,PAK,"Mar 30, 2020",0.071,71.000,10.277
Pakistan,PAK,"Mar 31, 2020",0.072,72.000,9.826
Pakistan,PAK,"Apr 1, 2020",0.078,78.000,8.496
Pakistan,PAK,"Apr 2, 2020",0.137,137.000,13.229
Pakistan,PAK,"Apr 3, 2020",0.149,149.000,14.374
Pakistan,PAK,"Apr 4, 2020",0.158,158.000,15.227
Pakistan,PAK,"Apr 5, 2020",0.162,162.000,14.643
Pakistan,PAK,"Apr 6, 2020",0.177,177.000,11.957
Pakistan,PAK,"Apr 7, 2020",0.191,191.000,10.911
Pakistan,PAK,"Apr 8, 2020",0.203,203.000,11.026
Pakistan,PAK,"Apr 9, 2020",0.248,248.000,12.658
Pakistan,PAK,"Apr 10, 2020",0.262,262.000,12.57
Pakistan,PAK,"Apr 11, 2020",0.28,280.00,12.907
Pakistan,PAK,"Apr 12, 2020",0.295,295.000,12.925
Pakistan,PAK,"Apr 13, 2020",0.317,317.000,13.012
Pakistan,PAK,"Apr 14, 2020",0.332,332.000,12.848
Pakistan,PAK,"Apr 15, 2020",0.358,358.000,13.19
Pakistan,PAK,"Apr 16, 2020",0.383,383.000,13.021
Pakistan,PAK,"Apr 17, 2020",0.419,419.000,13.174
Pakistan,PAK,"Apr 18, 2020",0.446,446.000,13.17
Pakistan,PAK,"Apr 19, 2020",0.472,472.000,13.049
Pakistan,PAK,"Apr 21, 2020",0.506,506.000,12.132
Pakistan,PAK,"Apr 22, 2020",0.534,534.000,12.106
Pakistan,PAK,"Apr 23, 2020",0.564,564.000,12.776
Pakistan,PAK,"Apr 24, 2020",0.595,595.000,11.776
Pakistan,PAK,"Apr 25, 2020",0.625,625.000,11.57
Pakistan,PAK,"Apr 26, 2020",0.654,654.000,11.347
Pakistan,PAK,"Apr 27, 2020",0.682,682.000,11.311
Pakistan,PAK,"Apr 28, 2020",0.712,712.000,11.167
Pakistan,PAK,"Apr 29, 2020",0.751,751.000,11.146
Pakistan,PAK,"Apr 30, 2020",0.788,788.000,11.051
Pakistan,PAK,"May 1, 2020",0.825,825.000,10.83
Pakistan,PAK,"May 2, 2020",0.878,878.000,10.702
Pakistan,PAK,"May 3, 2020",0.919,919.000,10.628
Pakistan,PAK,"May 4, 2020",0.962,962.000,10.528
Pakistan,PAK,"May 5, 2020",1.007,1007.000,10.344
Pakistan,PAK,"May 6, 2020",1.053,1053.000,10.314
Pakistan,PAK,"May 7, 2020",1.108,1108.000,10.168
Pakistan,PAK,"May 8, 2020",1.165,1165.000,9.957
Pakistan,PAK,"May 9, 2020",1.222,1222.000,9.828
Pakistan,PAK,"May 10, 2020",1.284,1284.000,9.622
Pakistan,PAK,"May 11, 2020",1.335,1335.000,9.531
Pakistan,PAK,"May 12, 2020",1.385,1385.000,9.534
Panama,PAN,"Mar 10, 2020",0.034,34.000,146
Panama,PAN,"Mar 11, 2020",0.045,45.000,27.714
Panama,PAN,"Mar 12, 2020",0.093,93.000,28.643
Panama,PAN,"Mar 13, 2020",0.15,150.00,24.037
Panama,PAN,"Mar 14, 2020",0.199,199.000,23.806
Panama,PAN,"Mar 15, 2020",0.226,226.000,22.698
Panama,PAN,"Mar 16, 2020",0.249,249.000,24.953
Panama,PAN,"Mar 17, 2020",0.289,289.000,18.043
Panama,PAN,"Mar 18, 2020",0.337,337.000,16.919
Panama,PAN,"Mar 19, 2020",0.41,410.00,16.22
Panama,PAN,"Mar 20, 2020",0.503,503.000,15.832
Panama,PAN,"Mar 21, 2020",0.573,573.000,12.36
Panama,PAN,"Mar 22, 2020",0.589,589.000,10.371
Panama,PAN,"Mar 23, 2020",0.62,620.00,8.546
